ID,FPS,"LootType (0: Single, 1: Loop)"		
bullethit,30,0	
				
TEXTURE ID,LEFT,TOP,WIDTH,HEIGHT,"FLIPX (0:False,1:True)",SCALEX,SCALEY,COLORRED,COLORGREEN,COLORBLUE,COLORALPHA,DISPLACEMENTX,DISPLACEMENTY,ROTATION
graphics/bullet/bullethit.png,0,0,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,480,0,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,960,0,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,1440,0,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,1920,0,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,0,480,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,480,480,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,960,480,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,1440,480,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,1920,480,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,0,960,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,480,960,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,960,960,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,1440,960,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,1920,960,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,0,1440,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,480,1440,480,480,0,0.35,0.35,255,255,255,255,0,0,0
graphics/bullet/bullethit.png,960,1440,480,480,0,0.35,0.35,255,255,255,255,0,0,0
