ID,FPS,"LootType (0: Single, 1: Loop)"
drumhit,24,0

TEXTURE ID,LEFT,TOP,WIDTH,HEIGHT,"FLIPX (0:False,1:True)",SCALEX,SCALEY,COLORRED,COLORGREEN,COLORBLUE,COLORALPHA,DISPLACEMENTX,DISPLACEMENTY,ROTATION
graphics/targets/drumhit.png,0,0,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,640,0,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1280,0,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1920,0,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,2560,0,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3200,0,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3840,0,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,4480,0,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,0,480,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,640,480,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1280,480,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1920,480,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,2560,480,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3200,480,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3840,480,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,4480,480,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,0,960,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,640,960,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1280,960,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1920,960,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,2560,960,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3200,960,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3840,960,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,4480,960,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,0,1440,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,640,1440,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1280,1440,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1920,1440,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,2560,1440,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3200,1440,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3840,1440,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,4480,1440,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,0,1920,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,640,1920,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1280,1920,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1920,1920,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,2560,1920,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3200,1920,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3840,1920,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,4480,1920,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,0,2400,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,640,2400,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1280,2400,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,1920,2400,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,2560,2400,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3200,2400,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,3840,2400,640,480,0,0.25,0.25,255,255,255,255,0,0,0
graphics/targets/drumhit.png,4480,2400,640,480,0,0.25,0.25,255,255,255,230,0,0,0
graphics/targets/drumhit.png,0,2880,640,480,0,0.25,0.25,255,255,255,204,0,0,0
graphics/targets/drumhit.png,640,2880,640,480,0,0.25,0.25,255,255,255,179,0,0,0
graphics/targets/drumhit.png,1280,2880,640,480,0,0.25,0.25,255,255,255,153,0,0,0
graphics/targets/drumhit.png,1920,2880,640,480,0,0.25,0.25,255,255,255,127,0,0,0
graphics/targets/drumhit.png,2560,2880,640,480,0,0.25,0.25,255,255,255,102,0,0,0
graphics/targets/drumhit.png,3200,2880,640,480,0,0.25,0.25,255,255,255,77,0,0,0
graphics/targets/drumhit.png,3840,2880,640,480,0,0.25,0.25,255,255,255,51,0,0,0
graphics/targets/drumhit.png,4480,2880,640,480,0,0.25,0.25,255,255,255,26,0,0,0
