ID,FPS,"LootType (0: Single, 1: Loop)"
roundboardspawn,24,0

TEXTURE ID,LEFT,TOP,WIDTH,HEIGHT,"FLIPX (0:False,1:True)",SCALEX,SCALEY,COLORRED,COLORGREEN,COLORBLUE,COLORALPHA,DISPLACEMENTX,DISPLACEMENTY,ROTATION
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25,0.005,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25,0.01,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25,0.0175,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25,0.0325,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25,0.05,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25,0.075,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25,0.1125,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25,0.15,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25,0.20,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.2525,0.2525,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25375,0.25375,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25325,0.25325,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25275,0.25275,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25225,0.25225,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25175,0.25175,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25125,0.25125,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25075,0.25075,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.2505,0.2505,255,255,255,255,0,0,0
graphics/targets/roundboard.png,0,0,2272,3744,0,0.25025,0.25025,255,255,255,255,0,0,0
